WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION	Comments	max_length
Inventory	Item/Armor	ToolTip	0	ignore	Scripts/Tooltip	gd			protection.get_child(0).text	concat		177	Level {str}	Level {str}			
Inventory	Item/Food	Button	0	substr	Scripts/Context	gd			useButton.text	literal		41	Frozen	La Reine des neiges	Use button will be replaced for frozen consumable items (instead use button)	#Machine Translated	
Inventory	Weapon	Button	0	pattern	Scripts/Context	gd			removeButton.text	concat		125	Remove ({display})	Remove ({display})	Remove Attachments		
HUD	Transition	String	0	substr	Scripts/HUD	gd			detailsHint.text	literal		107	Permadeath Zone	Zone de mort permanente		#Machine Translated	
HUD	Door	String	0	substr									[Open]	[Ouvrir]		#Machine Translated	
HUD	Door	String	0	pattern	Scripts/HUD	gd			detailsHint.text	concat		111	Unlock with {name}	Unlock with {name}			
HUD	Door	String	0	pattern	Scripts/Door	gd			gameData.tooltip	concat		131	Open with {name}	Open with {name}			
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		133	Door [Jammed]	Porte [bloquée]		#Machine Translated	
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		135	Door [Occupied]	Porte [Occupée]		#Machine Translated	
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		138	Door [Close]	Porte [Fermer]		#Machine Translated	
HUD	Door	String	0	substr	Scripts/Door	gd			gameData.tooltip	literal		140	Door [Open]	Porte [ouverte]		#Machine Translated	
HUD	Container	String	0	pattern	Scripts/LootContainer	gd			gameData.tooltip	concat		142	{containerName} [Locked]	{containerName} [Locked]			
HUD	Container	String	0	pattern	Scripts/LootContainer	gd			gameData.tooltip	concat		144	{containerName} [Open]	{containerName} [Open]			
HUD	Shelter	String	0	substr	Scripts/Bed	gd			gameData.tooltip	literal		52	Sleep (Random sleep: 6-12h)	Sommeil (durée aléatoire : 6 à 12 h)		#Machine Translated	
HUD	Electronics	String	0	substr	Scripts/Switch	gd			gameData.tooltip	literal		33	Turn Off	Éteindre		#Machine Translated	
HUD	Electronics	String	0	substr	Scripts/Switch	gd			gameData.tooltip	literal		35	Turn On	Allumer		#Machine Translated	
HUD	Electronics	String	0	substr	Scripts/Radio	gd			gameData.tooltip	literal		62	Radio [Turn Off]	Radio [Éteindre]		#Machine Translated	
HUD	Electronics	String	0	substr	Scripts/Radio	gd			gameData.tooltip	literal		64	Radio [Turn On]	Radio [Allumer]		#Machine Translated	
HUD	Electronics	String	0	substr	Scripts/Television	gd			gameData.tooltip	literal		27	Television [Turn Off]	Télévision [Éteindre]		#Machine Translated	
HUD	Electronics	String	0	substr	Scripts/Television	gd			gameData.tooltip	literal		29	Television [Turn On]	Télévision [Allumer]		#Machine Translated	
HUD	Cat	String	0	substr	Scripts/CatRescue	gd			gameData.tooltip	literal		35	Rescue Cat	Chat sauvé		#Machine Translated	
HUD	Cat	String	0	substr	Scripts/CatFeeder	gd			gameData.tooltip	literal		55	Cat is eating, do not disturb	Le chat est en train de manger, ne le dérangez pas		#Machine Translated	
HUD	Cat	String	1	ignore	Scripts/CatFeeder	gd			gameData.tooltip	concat		57	Feed cat:\n[{CreateFeedString}]	Feed cat:\n[{CreateFeedString}]			
HUD		String	0	substr	Scripts/Fuel	gd			gameData.tooltip	literal		11	Fuel Tank [89%]	Réservoir de carburant [89 %]	Maybe not updated yet (hard-coded)	#Machine Translated	
HUD		String	0	pattern									Fuel Tank [{percent}%]	Fuel Tank [{percent}%]	Maybe not updated yet (hard-coded)		
HUD	Cat	String	0	substr									Feed cat:	Nourrir le chat :		#Machine Translated	
Furniture	Furniture	String	0	pattern	Scripts/Item	gd			amount.text	concat		405	Items: {str}	Items: {str}			
