WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION	Comments		max_length
Assets	Containers/Debris_Garbage_Corner_B		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Corner_B	tscn	Assets/Debris/Garbage/Debris_Garbage_Corner_B		Debris_Garbage_Corner_B	Node3D	containerName	103898853	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Corner_C		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Corner_C	tscn	Assets/Debris/Garbage/Debris_Garbage_Corner_C		Debris_Garbage_Corner_C	Node3D	containerName	558955260	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Pile_A		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Pile_A	tscn	Assets/Debris/Garbage/Debris_Garbage_Pile_A		Debris_Garbage_Pile_A	Node3D	containerName	1440264966	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Pile_B		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Pile_B	tscn	Assets/Debris/Garbage/Debris_Garbage_Pile_B		Debris_Garbage_Pile_B	Node3D	containerName	549051876	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Pile_C		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Pile_C	tscn	Assets/Debris/Garbage/Debris_Garbage_Pile_C		Debris_Garbage_Pile_C	Node3D	containerName	1743085206	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Wall_A		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Wall_A	tscn	Assets/Debris/Garbage/Debris_Garbage_Wall_A		Debris_Garbage_Wall_A	Node3D	containerName	1834054132	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Wall_B		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Wall_B	tscn	Assets/Debris/Garbage/Debris_Garbage_Wall_B		Debris_Garbage_Wall_B	Node3D	containerName	1035194553	Garbage	Déchets		#Machine Translated		
Assets	Containers/Debris_Garbage_Wall_C		0	ignore	Assets/Debris/Garbage/Debris_Garbage_Wall_C	tscn	Assets/Debris/Garbage/Debris_Garbage_Wall_C		Debris_Garbage_Wall_C	Node3D	containerName	1706130774	Garbage	Déchets		#Machine Translated		
Assets	Containers/Fireplace_Tower		0	substr	Assets/Fireplace_Tower/Fireplace_Tower	tscn	Assets/Fireplace_Tower/Fireplace_Tower		Fireplace_Tower	Node3D	containerName	1176528873	Fireplace	Cheminée		#Machine Translated		
Assets	Containers/Freezer		0	substr	Assets/Freezer/Freezer	tscn	Assets/Freezer/Freezer		Freezer	Node3D	containerName	76841885	Freezer	Congélateur		#Machine Translated		
Assets	Containers/Freezer_F		0	ignore	Assets/Freezer/Freezer_F	tscn	Assets/Freezer/Freezer_F		Freezer_F	Node3D	containerName	245820146	Freezer	Congélateur		#Machine Translated		
Assets	Containers/Fridge		0	substr	Assets/Fridge/Fridge	tscn	Assets/Fridge/Fridge		Fridge	Node3D	containerName	1984538983	Fridge	Réfrigérateur		#Machine Translated		
Assets	Containers/Fridge_F		0	ignore	Assets/Fridge/Fridge_F	tscn	Assets/Fridge/Fridge_F		Fridge_F	Node3D	containerName	744500531	Fridge	Réfrigérateur		#Machine Translated		
Assets	Containers/Fusebox		0	substr	Assets/Fusebox/Fusebox	tscn	Assets/Fusebox/Fusebox		Fusebox	Node3D	containerName	1531362094	Fusebox	Boîtier électrique		#Machine Translated		
Assets	Containers/Locker		0	substr	Assets/Locker/Locker	tscn	Assets/Locker/Locker		Locker	Node3D	containerName	1052007662	Locker	Casier		#Machine Translated		
Assets	Containers/Locker_F		0	ignore	Assets/Locker/Locker_F	tscn	Assets/Locker/Locker_F		Locker_F	Node3D	containerName	1740209526	Locker	Casier		#Machine Translated		
Assets	Containers/Mailbox		0	substr	Assets/Mailbox/Mailbox	tscn	Assets/Mailbox/Mailbox		Mailbox	Node3D	containerName	276598480	Mailbox	Boîte aux lettres		#Machine Translated		
Assets	Containers/Nightstand		0	substr	Assets/Nightstand/Nightstand	tscn	Assets/Nightstand/Nightstand		Nightstand	Node3D	containerName	1977643928	Nightstand	Table de chevet		#Machine Translated		
Assets	Containers/Nightstand_F		0	ignore	Assets/Nightstand/Nightstand_F	tscn	Assets/Nightstand/Nightstand_F		Nightstand_F	Node3D	containerName	509230477	Nightstand	Table de chevet		#Machine Translated		
Assets	Containers/Pile_Cardboard_A		0	substr	Assets/Pile_Cardboard/Pile_Cardboard_A	tscn	Assets/Pile_Cardboard/Pile_Cardboard_A		Pile_Cardboard_A	Node3D	containerName	509230477	Boxes	Boîtes		#Machine Translated		
Assets	Containers/Pile_Cardboard_B		0	ignore	Assets/Pile_Cardboard/Pile_Cardboard_B	tscn	Assets/Pile_Cardboard/Pile_Cardboard_B		Pile_Cardboard_B	Node3D	containerName	1215483040	Boxes	Boîtes		#Machine Translated		
Assets	Containers/Pile_Cardboard_C		0	ignore	Assets/Pile_Cardboard/Pile_Cardboard_C	tscn	Assets/Pile_Cardboard/Pile_Cardboard_C		Pile_Cardboard_C	Node3D	containerName	870636015	Boxes	Boîtes		#Machine Translated		
Assets	Containers/Stove		0	substr	Assets/Stove/Stove	tscn	Assets/Stove/Stove		Stove	Node3D	containerName	781697413	Stove	Cuisinière		#Machine Translated		
Assets	Containers/Stove_F		0	ignore	Assets/Stove/Stove_F	tscn	Assets/Stove/Stove_F		Stove_F	Node3D	containerName	83268940	Stove	Cuisinière		#Machine Translated		
Assets	Containers/Tent_Civilian_F		0	ignore	Assets/Tent_Civilian/Tent_Civilian_F	tscn	Assets/Tent_Civilian/Tent_Civilian_F		Tent_Civilian_F	Node3D	containerName	1397422008	Tent	Tente	"Duplicated with SceneName ""Tent"""	#Machine Translated		
Assets	Containers/Tent_Civilian_R		0	ignore	Assets/Tent_Civilian/Tent_Civilian_R	tscn	Assets/Tent_Civilian/Tent_Civilian_R		Tent_Civilian_R	Node3D	containerName	177370949	Tent	Tente	"Duplicated with SceneName ""Tent"""	#Machine Translated		
Assets	Furnitures	type	0	substr									Furniture	Mobilier		#Machine Translated		
Assets	Furnitures	type	0	substr									Furnitures	Meubles		#Machine Translated		
Assets	Furnitures/Bed_Civilian_F		0	substr	Assets/Bed_Civilian/Bed_Civilian_F	tres					name		Bed (Civilian)	Lit (civil)		#Machine Translated		
Assets	Furnitures/Bed_Civilian_F		0	ignore	Assets/Bed_Civilian/Bed_Civilian_F	tres					inventory		Bed (Civilian)	Lit (civil)		#Machine Translated		
Assets	Furnitures/Bed_Civilian_F		0	ignore	Assets/Bed_Civilian/Bed_Civilian_F	tres					rotated		Bed (Civilian)	Lit (civil)		#Machine Translated		
Assets	Furnitures/Bed_Civilian_F		0	ignore	Assets/Bed_Civilian/Bed_Civilian_F	tres					equipment		Bed (Civilian)	Lit (civil)		#Machine Translated		
Assets	Furnitures/Bed_Civilian_F		0	substr	Assets/Bed_Civilian/Bed_Civilian_F	tres					display		Bed C.	Lit C.		#Machine Translated		
Assets	Furnitures/Bed_Nomad_F		0	substr	Assets/Bed_Nomad/Bed_Nomad_F	tres					name		Bed (Nomad)	Lit (Nomad)		#Machine Translated		
Assets	Furnitures/Bed_Nomad_F		0	ignore	Assets/Bed_Nomad/Bed_Nomad_F	tres					inventory		Bed (Nomad)	Lit (Nomad)		#Machine Translated		
Assets	Furnitures/Bed_Nomad_F		0	ignore	Assets/Bed_Nomad/Bed_Nomad_F	tres					rotated		Bed (Nomad)	Lit (Nomad)		#Machine Translated		
Assets	Furnitures/Bed_Nomad_F		0	ignore	Assets/Bed_Nomad/Bed_Nomad_F	tres					equipment		Bed (Nomad)	Lit (Nomad)		#Machine Translated		
Assets	Furnitures/Bed_Nomad_F		0	substr	Assets/Bed_Nomad/Bed_Nomad_F	tres					display		Bed N.	Lit N.		#Machine Translated		
Assets	Furnitures/Cabinet_Medical_F		0	substr	Assets/Cabinet_Medical/Cabinet_Medical_F	tres					name		Cabinet (Medical)	Armoire (médicale)		#Machine Translated		
Assets	Furnitures/Cabinet_Medical_F		0	ignore	Assets/Cabinet_Medical/Cabinet_Medical_F	tres					inventory		Cabinet (Medical)	Armoire (médicale)		#Machine Translated		
Assets	Furnitures/Cabinet_Medical_F		0	ignore	Assets/Cabinet_Medical/Cabinet_Medical_F	tres					rotated		Cabinet (Medical)	Armoire (médicale)		#Machine Translated		
Assets	Furnitures/Cabinet_Medical_F		0	ignore	Assets/Cabinet_Medical/Cabinet_Medical_F	tres					equipment		Cabinet (Medical)	Armoire (médicale)		#Machine Translated		
Assets	Furnitures/Cabinet_Medical_F		0	substr	Assets/Cabinet_Medical/Cabinet_Medical_F	tres					display		Cabinet M.	Armoire M.		#Machine Translated		
Assets	Furnitures/Cabinet_Office_F		0	substr	Assets/Cabinet_Office/Cabinet_Office_F	tres					name		Cabinet (Office)	Cabinet (bureau)		#Machine Translated		
Assets	Furnitures/Cabinet_Office_F		0	ignore	Assets/Cabinet_Office/Cabinet_Office_F	tres					inventory		Cabinet (Office)	Cabinet (bureau)		#Machine Translated		
Assets	Furnitures/Cabinet_Office_F		0	ignore	Assets/Cabinet_Office/Cabinet_Office_F	tres					rotated		Cabinet (Office)	Cabinet (bureau)		#Machine Translated		
Assets	Furnitures/Cabinet_Office_F		0	ignore	Assets/Cabinet_Office/Cabinet_Office_F	tres					equipment		Cabinet (Office)	Cabinet (bureau)		#Machine Translated		
Assets	Furnitures/Cabinet_Office_F		0	substr	Assets/Cabinet_Office/Cabinet_Office_F	tres					display		Cabinet. 0	Armoire. 0		#Machine Translated		
Assets	Furnitures/Cabinet_Wood_F		0	substr	Assets/Cabinet_Wood/Cabinet_Wood_F	tres					name		Cabinet (Wood)	Armoire (en bois)		#Machine Translated		
Assets	Furnitures/Cabinet_Wood_F		0	ignore	Assets/Cabinet_Wood/Cabinet_Wood_F	tres					inventory		Cabinet (Wood)	Armoire (en bois)		#Machine Translated		
Assets	Furnitures/Cabinet_Wood_F		0	ignore	Assets/Cabinet_Wood/Cabinet_Wood_F	tres					rotated		Cabinet (Wood)	Armoire (en bois)		#Machine Translated		
Assets	Furnitures/Cabinet_Wood_F		0	ignore	Assets/Cabinet_Wood/Cabinet_Wood_F	tres					equipment		Cabinet (Wood)	Armoire (en bois)		#Machine Translated		
Assets	Furnitures/Cabinet_Wood_F		0	substr	Assets/Cabinet_Wood/Cabinet_Wood_F	tres					display		Cabinet W.	Armoire W.		#Machine Translated		
Assets	Furnitures/Carpet_Persian_F		0	substr	Assets/Carpet/Carpet_Persian_F	tres					name		Carpet (Persian)	Tapis (persan)		#Machine Translated		
Assets	Furnitures/Carpet_Persian_F		0	ignore	Assets/Carpet/Carpet_Persian_F	tres					inventory		Carpet (Persian)	Tapis (persan)		#Machine Translated		
Assets	Furnitures/Carpet_Persian_F		0	substr	Assets/Carpet/Carpet_Persian_F	tres					rotated		Carpet P.	Carpet P.		#Machine Translated		
Assets	Furnitures/Carpet_Persian_F		0	ignore	Assets/Carpet/Carpet_Persian_F	tres					equipment		Carpet (Persian)	Tapis (persan)		#Machine Translated		
Assets	Furnitures/Carpet_Persian_F		0	ignore	Assets/Carpet/Carpet_Persian_F	tres					display		Carpet P.	Carpet P.		#Machine Translated		
Assets	Furnitures/Carpet_Rag_F		0	substr	Assets/Carpet/Carpet_Rag_F	tres					name		Carpet (Rag)	Tapis (en chiffons)		#Machine Translated		
Assets	Furnitures/Carpet_Rag_F		0	ignore	Assets/Carpet/Carpet_Rag_F	tres					inventory		Carpet (Rag)	Tapis (en chiffons)		#Machine Translated		
Assets	Furnitures/Carpet_Rag_F		0	substr	Assets/Carpet/Carpet_Rag_F	tres					rotated		Carpet R.	Carpet R.		#Machine Translated		
Assets	Furnitures/Carpet_Rag_F		0	ignore	Assets/Carpet/Carpet_Rag_F	tres					equipment		Carpet (Rag)	Tapis (en chiffons)		#Machine Translated		
Assets	Furnitures/Carpet_Rag_F		0	ignore	Assets/Carpet/Carpet_Rag_F	tres					display		Carpet R.	Carpet R.		#Machine Translated		
Assets	Furnitures/Chair_Office_F		0	substr	Assets/Chair_Office/Chair_Office_F	tres					name		Chair (Office)	Chaise (de bureau)		#Machine Translated		
Assets	Furnitures/Chair_Office_F		0	ignore	Assets/Chair_Office/Chair_Office_F	tres					inventory		Chair (Office)	Chaise (de bureau)		#Machine Translated		
Assets	Furnitures/Chair_Office_F		0	ignore	Assets/Chair_Office/Chair_Office_F	tres					rotated		Chair (Office)	Chaise (de bureau)		#Machine Translated		
Assets	Furnitures/Chair_Office_F		0	ignore	Assets/Chair_Office/Chair_Office_F	tres					equipment		Chair (Office)	Chaise (de bureau)		#Machine Translated		
Assets	Furnitures/Chair_Office_F		0	substr	Assets/Chair_Office/Chair_Office_F	tres					display		Chair O.	Chaise O.		#Machine Translated		
Assets	Furnitures/Chair_School_F		0	substr	Assets/Chair_School/Chair_School_F	tres					name		Chair (School)	Président (de l'école)		#Machine Translated		
Assets	Furnitures/Chair_School_F		0	ignore	Assets/Chair_School/Chair_School_F	tres					inventory		Chair (School)	Président (de l'école)		#Machine Translated		
Assets	Furnitures/Chair_School_F		0	ignore	Assets/Chair_School/Chair_School_F	tres					rotated		Chair (School)	Président (de l'école)		#Machine Translated		
Assets	Furnitures/Chair_School_F		0	ignore	Assets/Chair_School/Chair_School_F	tres					equipment		Chair (School)	Président (de l'école)		#Machine Translated		
Assets	Furnitures/Chair_School_F		0	substr	Assets/Chair_School/Chair_School_F	tres					display		Chair S.	Chaise S.		#Machine Translated		
Assets	Furnitures/Chair_Sun		0	substr	Assets/Chair_Sun/Chair_Sun	tres					name		Sun Chair	Chaise longue		#Machine Translated		
Assets	Furnitures/Chair_Sun		0	substr	Assets/Chair_Sun/Chair_Sun	tres					display		S. Chair	Président		#Machine Translated		
Assets	Furnitures/Crate_Military_F		0	substr	Assets/Crate_Military/Crate_Military_F	tres					name		Crate (Military)	Caisse (militaire)		#Machine Translated		
Assets	Furnitures/Crate_Military_F		0	ignore	Assets/Crate_Military/Crate_Military_F	tres					inventory		Crate (Military)	Caisse (militaire)		#Machine Translated		
Assets	Furnitures/Crate_Military_F		0	ignore	Assets/Crate_Military/Crate_Military_F	tres					rotated		Crate (Military)	Caisse (militaire)		#Machine Translated		
Assets	Furnitures/Crate_Military_F		0	ignore	Assets/Crate_Military/Crate_Military_F	tres					equipment		Crate (Military)	Caisse (militaire)		#Machine Translated		
Assets	Furnitures/Crate_Military_F		0	substr	Assets/Crate_Military/Crate_Military_F	tres					display		Crate M.	Crate M.		#Machine Translated		
Assets	Furnitures/Crate_Special_F		0	substr	Assets/Crate_Special/Crate_Special_F	tres					name		Crate (Special)	Caisse (spéciale)		#Machine Translated		
Assets	Furnitures/Crate_Special_F		0	ignore	Assets/Crate_Special/Crate_Special_F	tres					inventory		Crate (Special)	Caisse (spéciale)		#Machine Translated		
Assets	Furnitures/Crate_Special_F		0	ignore	Assets/Crate_Special/Crate_Special_F	tres					rotated		Crate (Special)	Caisse (spéciale)		#Machine Translated		
Assets	Furnitures/Crate_Special_F		0	ignore	Assets/Crate_Special/Crate_Special_F	tres					equipment		Crate (Special)	Caisse (spéciale)		#Machine Translated		
Assets	Furnitures/Crate_Special_F		0	substr	Assets/Crate_Special/Crate_Special_F	tres					display		Crate S.	Crate S.		#Machine Translated		
Assets	Furnitures/Cupboard_F		0	substr	Assets/Cupboard/Cupboard_F	tres					name		Cupboard	Armoire		#Machine Translated		
Assets	Furnitures/Cupboard_F		0	ignore	Assets/Cupboard/Cupboard_F	tres					inventory		Cupboard	Armoire		#Machine Translated		
Assets	Furnitures/Cupboard_F		0	ignore	Assets/Cupboard/Cupboard_F	tres					rotated		Cupboard	Armoire		#Machine Translated		
Assets	Furnitures/Cupboard_F		0	ignore	Assets/Cupboard/Cupboard_F	tres					equipment		Cupboard	Armoire		#Machine Translated		
Assets	Furnitures/Cupboard_F		0	substr	Assets/Cupboard/Cupboard_F	tres					display		C. Board	C. Conseil d'administration		#Machine Translated		
Assets	Furnitures/Curtain_Long_F		0	substr	Assets/Curtains/Curtain_Long_F	tres					name		Curtain (Long)	Rideau (long)		#Machine Translated		
Assets	Furnitures/Curtain_Long_F		0	ignore	Assets/Curtains/Curtain_Long_F	tres					inventory		Curtain (Long)	Rideau (long)		#Machine Translated		
Assets	Furnitures/Curtain_Long_F		0	substr	Assets/Curtains/Curtain_Long_F	tres					rotated		Curtain L.	Rideau L.		#Machine Translated		
Assets	Furnitures/Curtain_Long_F		0	ignore	Assets/Curtains/Curtain_Long_F	tres					equipment		Curtain (Long)	Rideau (long)		#Machine Translated		
Assets	Furnitures/Curtain_Long_F		0	ignore	Assets/Curtains/Curtain_Long_F	tres					display		Curtain L.	Rideau L.		#Machine Translated		
Assets	Furnitures/Curtain_Mini_F		0	substr	Assets/Curtains/Curtain_Mini_F	tres					name		Curtain (Mini)	Rideau (Mini)		#Machine Translated		
Assets	Furnitures/Curtain_Mini_F		0	ignore	Assets/Curtains/Curtain_Mini_F	tres					inventory		Curtain (Mini)	Rideau (Mini)		#Machine Translated		
Assets	Furnitures/Curtain_Mini_F		0	substr	Assets/Curtains/Curtain_Mini_F	tres					rotated		Curtain M.	Rideau M.		#Machine Translated		
Assets	Furnitures/Curtain_Mini_F		0	ignore	Assets/Curtains/Curtain_Mini_F	tres					equipment		Curtain (Mini)	Rideau (Mini)		#Machine Translated		
Assets	Furnitures/Curtain_Mini_F		0	ignore	Assets/Curtains/Curtain_Mini_F	tres					display		Curtain M.	Rideau M.		#Machine Translated		
Assets	Furnitures/Dartboard_F		0	substr	Assets/Dartboard/Dartboard_F	tres					name		Dartboard	Cible de fléchettes		#Machine Translated		
Assets	Furnitures/Dartboard_F		0	ignore	Assets/Dartboard/Dartboard_F	tres					inventory		Dartboard	Cible de fléchettes		#Machine Translated		
Assets	Furnitures/Dartboard_F		0	ignore	Assets/Dartboard/Dartboard_F	tres					rotated		Dartboard	Cible de fléchettes		#Machine Translated		
Assets	Furnitures/Dartboard_F		0	ignore	Assets/Dartboard/Dartboard_F	tres					equipment		Dartboard	Cible de fléchettes		#Machine Translated		
Assets	Furnitures/Dartboard_F		0	substr	Assets/Dartboard/Dartboard_F	tres					display		D. Board	D. Conseil d'administration		#Machine Translated		
Assets	Furnitures/Freezer_F		0	ignore	Assets/Freezer/Freezer_F	tres					name		Freezer	Congélateur		#Machine Translated		
Assets	Furnitures/Freezer_F		0	ignore	Assets/Freezer/Freezer_F	tres					inventory		Freezer	Congélateur		#Machine Translated		
Assets	Furnitures/Freezer_F		0	ignore	Assets/Freezer/Freezer_F	tres					rotated		Freezer	Congélateur		#Machine Translated		
Assets	Furnitures/Freezer_F		0	ignore	Assets/Freezer/Freezer_F	tres					equipment		Freezer	Congélateur		#Machine Translated		
Assets	Furnitures/Freezer_F		0	ignore	Assets/Freezer/Freezer_F	tres					display		Freezer	Congélateur		#Machine Translated		
Assets	Furnitures/Fridge_F		0	ignore	Assets/Fridge/Fridge_F	tres					name		Fridge	Réfrigérateur		#Machine Translated		
Assets	Furnitures/Fridge_F		0	ignore	Assets/Fridge/Fridge_F	tres					inventory		Fridge	Réfrigérateur		#Machine Translated		
Assets	Furnitures/Fridge_F		0	ignore	Assets/Fridge/Fridge_F	tres					rotated		Fridge	Réfrigérateur		#Machine Translated		
Assets	Furnitures/Fridge_F		0	ignore	Assets/Fridge/Fridge_F	tres					equipment		Fridge	Réfrigérateur		#Machine Translated		
Assets	Furnitures/Fridge_F		0	ignore	Assets/Fridge/Fridge_F	tres					display		Fridge	Réfrigérateur		#Machine Translated		
