location	parent	name	type	text	translation
UI/Interface	Character/Vitals/Elements/Health	Info		Vital	Vitál
UI/Interface	Character/Vitals/Elements/Energy	Info		Energy	Energia
UI/Interface	Character/Vitals/Elements/Energy	Info		"Your hunger and energy level.

Energy decreases over time and using map transitions with Energy Cost.

Energy increases with certain consumables such as food.

Energy [0] -> Starvation (Condition)"	"Éhség és energiaszint.

Az energia az idő múlásával csökken, és akkor is csökken, ha olyan térképre lépünk, amely energiafelhasználást igényel.
Az energia szintje bizonyos fogyóeszközök, például ételek fogyasztásával növelhető.

Erő [0] -> Éhezés (állapot)"
UI/Interface	Character/Vitals/Elements/Energy	Info		Vital	Vitál
UI/Interface	Character/Vitals/Elements/Hydration	Info		Hydration	Szomjúság
UI/Interface	Character/Vitals/Elements/Hydration	Info		"Your thirst and hydration level.

Hydration decreases over time and using map transitions with Hydration Cost. 

Certain dry or salty consumables may also decrease Hydration.

Hydration increases with certain consumables such as drinks.

Hydration [0] -> Dehydration (Condition)"	"Ez a vízmennyiségre (szomjúságra) vonatkozó érték.

A vízmennyiség az idő múlásával csökken, és akkor is csökken, ha olyan pályán haladsz, ahol vízfogyasztás történik.
Egyes száraz vagy sós ételek csökkenthetik a bevitt folyadék mennyiségét.

Bizonyos fogyasztási cikkek, például italok fogyasztása növeli a folyadékmennyiséget.

Vízmennyiség [0] -> Kiszáradás (állapot)"
UI/Interface	Character/Vitals/Elements/Hydration	Info		Vital	Vitál
UI/Interface	Character/Vitals/Elements/Mental	Info		Mental	Mentál
UI/Interface	Character/Vitals/Elements/Mental	Info		"Your happiness and sanity level.

Mental decreases over time and with nasty consumables. Any active medical condition makes the decrease speed 2x.

Mental increases with comforting items such as snacks, warm meals and vices like alcohol or nicotine products.

Mental [0] -> Insanity (Condition)"	"A boldogság és a mentális egészség szintje.

A mentális egészség idővel romlik, és a káros ételek fogyasztása is rontja. Ha jelenleg valamilyen betegségben szenved, a romlás üteme kétszeresére nő.

A mentális egészség javul, ha olyan megnyugtató dolgokat fogyasztunk, mint a nassolnivalók, a meleg ételek, valamint az alkohol vagy a nikotintartalmú termékek.

Mentális egészség [0] -> Őrület (állapot)"
UI/Interface	Character/Vitals/Elements/Mental	Info		Vital	Vitál
UI/Interface	Character/Vitals/Elements/Temperature	Info		Body Temp	Testhőmérséklet
UI/Interface	Character/Vitals/Elements/Temperature	Info		"Your warmth and body temperature level.

Body Temp decreases over time in Winter. Decrease speed can be reduced by staying indoors or by equipping clothing items with a positive insulation stat.

Body Temp increases in Shelter or by staying around heat sources like fires. Certain heat-related items such as Heatpacks or Space Blankets will also increase Body Temp.

Body Temp [0] -> Frostbite (Condition)"	"Testhőmérséklet és hőmegtartás.

Télen a testhőmérséklet az idő múlásával csökken. Ha bent maradunk, vagy hőszigetelő ruhát viselünk, lassíthatjuk a testhőmérséklet csökkenését.

Ha menedékhelyen, vagy tűz körül tartózkodik, a testhőmérséklete emelkedik. Bizonyos hőtermelő eszközök, például hőcsomagok vagy hőtakarók szintén növelik a testhőmérsékletet.
Testhőmérséklet [0] -> Fagyás (állapot)"
UI/Interface	Character/Vitals/Elements/Temperature	Info		Vital	Vitál
UI/Interface	Character/Vitals/Elements/Cat	Info		Cat	Macska
UI/Interface	Character/Vitals/Elements/Cat	Info		"Grandma's cat health level.

Cat health activates if you decide to rescue the Cat and bring her to your shelter.

Cat health decreases over time.

Cat health increases when you feed the cat with consumables such as Cat Food or Canned Tuna.

Cat [0] -> Cat dies"	"A nagymama macskájának egészségi állapota.

Ha egy macskát megmentesz és a menedékbe viszed, megjelenik az egészségi állapota.

A macska egészségi állapota az idő múlásával romlik.

Ha olyan fogyóeszközöket adsz neki, mint macskakaja vagy tonhalkonzerv, javul az egészségi állapota.

Macska [0] -> A macska elpusztult"
UI/Interface	Character/Vitals/Elements/Cat	Info		Vital	Vitál
UI/Interface	Character/Medical/Elements/Overweight	Info		"A condition where you are carrying too much weight and movement becomes unsustainable.

Causes:
- Inventory Weight > Carry Capacity

Symptoms
- All stamina consumption [+50%]
- All stamina regeneration [Blocked]
- Movement speed [-50%]
- Jump height [-50%]

Cures:
- Inventory Weight < Carry Capacity"	"A csomag súlya olyan nagy, hogy lehetetlen mozogni.

Okok:
- A csomag súlya > A megengedett súlyhatár

Hatások:
- Az összes állóképesség-fogyasztás [+50%]
- Az összes állóképesség-visszatöltés [Blokkolva]
- Mozgási sebesség [-50%]
- Ugrásmagasság [-50%]

Megoldás:
- A csomag súlya < a megengedett súlyhatár"
UI/Interface	Character/Medical/Elements/Overweight	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Starvation	Info		Starvation	Éhezés
UI/Interface	Character/Medical/Elements/Starvation	Info		"A condition where you have a lack of calories and essential nutrients.

Causes:
- Energy [0]

Symptoms:
- Health [-1 unit / 10 sec]
- Stamina consumption [+50%]
- Stamina regeneration [-50%]

Cures:
- Consumables"	"A szervezetben hiány van kalóriákból és alapvető tápanyagokból.

Oka:
- Energia [0]

Hatások:
- Életerő [-1 egység / 10 másodperc]
- A kitartás fogyasztása [+50%]
- A kitartás visszatöltődése [-50%]

Megoldás:
- Fogyóeszközök"
UI/Interface	Character/Medical/Elements/Starvation	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Dehydration	Info		Dehydration	Kiszáradás
UI/Interface	Character/Medical/Elements/Dehydration	Info		"A condition where your body doesn't have enough fluids to function normally.

Causes:
- Hydration [0]

Symptoms:
- Health [-1 unit / 10 sec]
- All stamina consumption [+50%]
- All stamina regeneration [-50%]

Cures:
- Consumables"	"Ez azt jelenti, hogy a szervezetben hiányzik a normális működéshez szükséges folyadék.

Oka:
- Kiszáradás [0]

Hatások:
- Életerő [-1 egység / 10 másodperc]
- Az összes állóképesség-fogyasztás [+50%]
- Az összes állóképesség-visszatöltés [-50%]

Megoldás:
- Fogyóeszközök"
UI/Interface	Character/Medical/Elements/Dehydration	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Bleeding	Info		Bleeding	Vérzés
UI/Interface	Character/Medical/Elements/Bleeding	Info		"A condion where you have a minor bleeding from small cuts or scrapes.

Causes: 
- Weapon damage
- Explosion damage
- Fall damage
- Razor wire

Symptoms:
- Health [-1 unit / 5 sec]

Cures: 
- Bandage
- Tourniquet
- Medkit
- IFAK / AFAK"	"Ez olyan tünet, amely kisebb vágási sebek vagy horzsolások miatt enyhe vérzéssel jár.

Oka:
- Fegyveres támadás
- Robbanás okozta károk
- Zuhanás okozta sérülések
- Drótkerítés

Hatások:
- Életerő [-1 egység / 5 másodperc]

Megoldás:
- Kötszer
- Érszorító
- Elsősegélydoboz
- Elsősegélykészlet / Önálló elsősegélykészlet"
UI/Interface	Character/Medical/Elements/Bleeding	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Fracture	Info		Fracture	Csonttörés
UI/Interface	Character/Medical/Elements/Fracture	Info		"A condition where you have a partial or complete break in the bone.

Causes: 
- Weapon damage
- Explosion damage
- Fall damage

Symptoms:
- Health [-1 unit / 5 sec]
- Movement speed [-50%]
- Jump height [-50%]

Cures: 
- Splint
- Medkit
- IFAK / AFAK"	"A csont részlegesen vagy teljesen eltört.

Okai:
- Fegyverek által okozott károk
- A robbanás okozta károk
- A zuhanás okozta károk

Hatások:
- Életerő [-1 egység / 5 másodperc]
- Mozgási sebesség [-50%]
- Ugrásmagasság [-50%]

Megoldás:
- Sín
- Elsősegélydoboz
- Elsősegélykészlet / Önálló elsősegélykészlet"
UI/Interface	Character/Medical/Elements/Fracture	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Burn	Info		Burn	Égés
UI/Interface	Character/Medical/Elements/Burn	Info		"A condition where you have a tissue damage from intense heat or high-voltage electric current.

Causes:
- Fire damage
- Electrical damage

Symptoms:
- Health [-1 unit / 5 sec]

Cures:
- Balm
- Lotion
- Medkit
- IFAK / AFAK"	"Ez a szövetek magas hőmérséklet vagy nagyfeszültségű áram hatására bekövetkezett károsodását jelenti.

Okai:
- Tűzkárok
- Áramütés

Hatások:
- Életerő [-1 egység / 5 másodperc]

Megoldás:
- Kenőcs
- Testápoló
- Elsősegélydoboz
- Elsősegélykészlet / Önálló elsősegélykészlet"
UI/Interface	Character/Medical/Elements/Burn	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Frostbite	Info		Frostbite	Fagyás
UI/Interface	Character/Medical/Elements/Frostbite	Info		"A condition where you have hypothermia or body part freezes from cold exposure.

Causes: 
- Body temperature [0]

Symptoms:
- Health [-1 unit / 5 sec]

Cures:
- Fire sources
- Sleeping Bag
- Thermal Blanket"	"A hipotermia azt az állapotot jelenti, amikor a hidegnek való kitettség következtében a test egy része megfagy.

Okai:
- Testhőmérséklet [0]

Hatások:
- Életerő [-1 egység / 5 másodperc]

Megoldás:
- Tűz melege
- Hálózsákban alvás
- Hőtakaró"
UI/Interface	Character/Medical/Elements/Frostbite	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Insanity	Info		Insanity	Elmebetegség
UI/Interface	Character/Medical/Elements/Insanity	Info		"A condition where your sanity breaks and you start having dark thoughts.

Causes: 
- Mental [0]

Symptoms:
- Health [-1 unit / 10 sec]

Cures:
- Consumables
- Sleeping
- Fire sources
- Instruments"	"Az elme összeomlása és a sötét gondolatok által való elhatalmasodás állapota.

Okai:
- Mentális erő [0]

Hatások:
- Életerő [-1 egység / 10 másodperc]

Megoldás:
- Fogyóeszközök
- Alvás
- Fényforrás
- Hangszerek/zene"
UI/Interface	Character/Medical/Elements/Insanity	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Poisoning	Info		Poisoning	Mérgezés
UI/Interface	Character/Medical/Elements/Poisoning	Info		"A condition where toxic substance entered your digestion or lungs.

Causes:
- Chemical damage
- Toxic consumables

Symptoms:
- Health [-1 unit / 2 sec]

Cures:
- Medkit
- AFAK"	"Ez egy olyan betegség, amely akkor alakul ki, amikor mérgező anyagok bejutnak az emésztőrendszerbe vagy a tüdőbe.

Okai:
- Kémiai károsodás
- Mérgező anyagok fogyasztása

Hatások:
- Életerő [-1 egység / 2 másodperc]

Megoldás:
- Elsősegélydoboz
- AFAK"
UI/Interface	Character/Medical/Elements/Poisoning	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Rupture	Info		Rupture	Belső vérzés
UI/Interface	Character/Medical/Elements/Rupture	Info		"A critical condition where you have a catastrofal bleeding or major internal wound.

Causes: 
- Weapon damage
- Explosion damage

Symptoms:
- Health [-1 unit / 1 sec]

Cures:
- Medkit
- IFAK / AFAK"	"Ez egy életveszélyes állapot, amely súlyos vérzéssel vagy súlyos belső szervi sérüléssel jár.

Okai:
- Fegyveres támadás
- Robbanás okozta károk

Hatások:
- Erő [-1 egység/másodperc]

Megoldás:
- Elsősegélydoboz
- Elsősegélykészlet / Önálló elsősegélykészlet"
UI/Interface	Character/Medical/Elements/Rupture	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Medical/Elements/Headshot	Info		Headshot	Fejlövés
UI/Interface	Character/Medical/Elements/Headshot	Info		"A critical condition where you have a major head related wound.

Causes: 
- Weapon damage

Symptoms:
- Health [-1 unit / 1 sec]

Cures:
- Medkit
- IFAK / AFAK"	"Súlyos fejsérülést szenvedett, állapota rendkívül kritikus.

Okai:
- Fegyveres támadás

Hatások:
- Erő [-1/1 másodperc]

Megoldás:
- Elsősegélydoboz
- Elsősegélykészlet / Önálló elsősegélykészlet"
UI/Interface	Character/Medical/Elements/Headshot	Info		Medical Condition	Egészségi állapot
UI/Interface	Character/Stats/Elements/Day	Info		Day	Nap
UI/Interface	Character/Stats/Elements/Day	Info		"Number of Days survived.

New day begins at 00:00 midnight and certain amount of days will unlock new game events.

Upcoming events can be displayed by using the Events tool."	"A túlélés napjainak száma.

Egy nap éjfélkor (00:00) kezdődik, és egy bizonyos számú nap elteltével új játékesemények válnak elérhetővé.

A közelgő eseményeket az eseménykezelő segítségével tekintheti meg."
UI/Interface	Character/Stats/Elements/Day	Info		Progression Stat	Előrehaladás
UI/Interface	Character/Stats/Elements/Shelters	Info		Shelters	Menedékek
UI/Interface	Character/Stats/Elements/Shelters	Info		"Number of Shelters unlocked.

Shelters are safe zones for saving your progression and loot. Game world has multiple shelters and these vary in terms of theme, size and customizability.

New game starts with two unlocked Shelters called Cabin and Tent.

Additional Shelters can be unlocked with keys which you acquire by completing Tasks from different Traders."	"A feloldott menedékek száma.

A menedékhely egy biztonságos terület, ahol a játék állása és a zsákmány tárolható. A játék világában számos menedékhely található, amelyek témájuk, méretük és díszítési lehetőségeik tekintetében eltérnek egymástól.

Az új játékban két menedékhely, a kunyhó és a sátor már eleve fel van oldva.

A további menedékek a különböző kereskedőktől kapott, feladatok teljesítésével megszerezhető kulcsokkal lehet kinyitni."
UI/Interface	Character/Stats/Elements/Shelters	Info		Progression Stat	Előrehaladás
UI/Interface	Character/Stats/Elements/Tasks	Info		Tasks	Megbízások száma
UI/Interface	Character/Stats/Elements/Tasks	Info		"Number of Tasks completed.

Tasks are item-based jobs from Traders. Tasks can be interconnected between multiple Traders and might also require non-lootable items with crafting.

Tasks are linked to cheaper trading prices (Trader Tax) and acquiring keys to unlock new Shelters and special rooms."	"A teljesített megbízások száma.

A megbízás egy kereskedőtől kapott, tárgyakra épülő feladat. A küldetés több kereskedő között is összekapcsolódhat, és olyan tárgyakat is igényelhet, amelyeket nem lehet előállítani.
A megbízás az árak csökkentésével (kereskedői adó) és az új menedékek, valamint a speciális szobák feloldásához szükséges kulcsok megszerzésével kapcsolatos."
UI/Interface	Character/Stats/Elements/Tasks	Info		Progression Stat	Előrehaladás
UI/Interface	Character/Stats/Elements/Quests	Info		Quests	A küldetések száma
UI/Interface	Character/Stats/Elements/Quests	Info		"Number of Quests completed.

Quests are lore-based missions from Traders. Quests can be interconnected between multiple Traders and might require certain events before becoming available."	"A teljesített küldetések száma.

A küldetések a kereskedők által kínált, történetalapú feladatok. A küldetések több kereskedő feladatához is kapcsolódhatnak, és bizonyos események bekövetkezte után is aktiválódhatnak."
UI/Interface	Character/Stats/Elements/Quests	Info		Progression Stat	Előrehaladás
UI/Interface	Character/Stats/Elements/CDS	Info		Civil Defence Shelters	Polgári Védelmi Óvóhelyek
UI/Interface	Character/Stats/Elements/CDS	Info		"Number of CDS completed.

Civil Defence Shelters (CDS) are concrete bunkers and underground areas designed to offer protection against military threats.

After the Area 05 evacuation, these CDS's were overrun and most of the survival gear inside them were stolen.

You can complete a CDS by clearing out the hostile enemies and connecting the CDS emergency broadcasting radio back on."	"A kész civil védelmi menedékhelyek (PVÓ) száma.

A polgári védelmi menedékhelyek (PVÓ) olyan betonbunkerok és földalatti terek, amelyeket a katonai fenyegetések elleni védelemre terveztek.

Az 5. körzet kiürítése után ezeket a PVÓ-kat az ellenség elfoglalta, és a bennük található túlélési felszerelések nagy részét ellopták.
A PVÓ-feladat teljesítéséhez meg kell semmisíteni az ellenséget, és újra kell csatlakoztatni a PVÓ vészhelyzeti rádiót."
UI/Interface	Character/Stats/Elements/CDS	Info		Progression Stat	Előrehaladás
UI/Interface	Character/Stats/Elements/?	Info		Silent Night	Csendes éjszaka
UI/Interface	Character/Stats/Elements/?	Info		"There will be a silent night when all fades away.

When you look up, you see the North Star, your only light in the darkness.

This light reminds you of home, a place where you came from and where you will return.

You feel safe, a peaceful moment that feels like the ending you wanted.

Then your last light disappears, the sky turns red and the silence breaks."	"Eljön majd egy csendes éjszaka, amikor minden eltűnik.

Ha felnézel az égre, meglátod a Sarkcsillagot, amely a sötétben az egyetlen fényforrás lesz.

Az a fény a szülőföldre emlékeztet, arra a helyre, ahonnan jöttél, és ahová visszatérsz.
Biztonságban érzed magad. Mintha ez lenne a vágyott befejezés, egy békés pillanat.
Végül az utolsó fény is eltűnik, az ég vörösre színeződik, a csend pedig megtörik."
UI/Interface	Character/Stats/Elements/?	Info		Special Event	Különleges esemény
UI/Interface	Supply/Header/Value	Info		Supply Value	Az ellátmány értéke
UI/Interface	Supply/Header/Value	Info		A price value (€) of all supply items.	Az összes ellátmány értéke (€).
UI/Interface	Supply/Header/Value	Info		Trader Stat	Kereskedői statisztikák
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Heat	Info		Heat	Hőforrás
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Heat	Info		A nearby crafting element which can be required for certain cooking-based recipes.	Ez a bizonyos ételek elkészítéséhez szükséges felszerelés.
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Heat	Info		Proximity Requirement	
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Workbech	Info		Workbench	Munkaasztal
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Workbech	Info		A nearby crafting element which can be required for certain construction-based recipes.	Ez az építkezéshez kapcsolódó egyes receptekhez szükséges gyártóberendezés.
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Workbech	Info		Proximity Requirement	
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Testbench	Info		Testbench	Tesztpad
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Testbench	Info		A nearby crafting element which can be required for certain electronic-based recipes.	Ez az egyes elektronikai projektekhez szükséges gyártóberendezés.
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Testbench	Info		Proximity Requirement	
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Shelter	Info		Shelter	Menedék
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Shelter	Info		A nearby crafting element which can be required for certain furniture-based recipes.	Ez a bizonyos bútorok elkészítéséhez szükséges gyártóberendezés.
UI/Interface	Tools/Crafting/Types/Margin/Buttons/Proximity/Margin/Icons/Shelter	Info		Proximity Requirement	
UI/Interface	Trader/Panel	Info		Trader	Kereskedői statisztikák
UI/Interface	Trader/Panel	Info		"A friendly NPC with trading supply, tasks and specialized services.

Name: Commonly known name among locals.
Tax: Price multiplier for supply items.
Tasks: Number of completed tasks.
Resupply: Time when supply resets."	"Ez egy barátságos NPC, aki tárgyakat ad el, megbízásokat vállal és szakértői szolgáltatásokat nyújt.

Név: A helyiek körében elterjedt név.
Adó: Az ellátási tételek árszorzója.
Feladatok száma: A teljesített megbízások száma.
Újratöltés: Ez az az időpont, amikor a készletek visszaállnak az alapértékre."
UI/Interface	Trader/Panel	Info		Trader Info	Kereskedői statisztikák
UI/Interface	Deal/Panel	Info		Deal	Tranzakció
UI/Interface	Deal/Panel	Info		"A deal balance meter which compares selected item values.

Requsted Value (€) is calculated from selected Supply items with Tax added.

Offer Value (€) is calculated from selected Inventory items.

Deal can be accepted when Deal Meter is within green area which means Offer Value matches or proceeds Request Value + Tax."	"Ez egy kereskedési egyenleg-kijelző, amely összehasonlítja a kiválasztott termékek árait.

A kért ár (€) a kereskedőtől kiválasztott ellátmány értékéhez hozzáadott adó összegéből kerül kiszámításra.
A javasolt ár (€) a saját készletedből kiválasztott tárgyak értéke alapján kerül kiszámításra.
A kereskedési egyenlegjelző zöld tartományban van, amikor a tranzakciót elfogadhatja. A zöld tartomány azt jelenti, hogy az ajánlati ár megegyezik a kért árral + adóval, vagy annál magasabb."
UI/Interface	Deal/Panel	Info		Deal Meter	Kereskedési mutató
