Where	Sub	Type	method	Text	Translation	File Directory	File Name	Reworked by	Contributors	Attribution	Comments	max_length
Items	Misc	Books	pending	"KOTIRUOKA

KEITTOKIRJA KOTIA
JA KOILUA VARTEN"		\Items\Books\Files	TX_Book_Cooking_AL.png					
Items	Misc	Books	ignore			\Items\Books\Files	TX_Book_Fishing_AL.png					
Items	Misc	Books	ignore			\Items\Books\Files	TX_Book_Religion_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Beanie_Flame\Files	Icon_Beanie_Flame.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Beanie_Flame\Files	TX_Beanie_Flame_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Boots_Combat\Files	Icon_Boots_Combat.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Boots_Combat\Files	TX_Boots_Combat_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Cap_M62\Files	Icon_Cap_M62.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Cap_M62\Files	TX_Cap_M62_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Fleece_Tactical_Brown\Files	Icon_Fleece_Tactical_Brown.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Fleece_Tactical_Brown\Files	TX_Fleece_Tactical_Brown_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Fleece_Tactical_Brown\Files	TX_Fleece_Tactical_Brown_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Fleece_Tactical_Green\Files	Icon_Fleece_Tactical_Green.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Fleece_Tactical_Green\Files	TX_Fleece_Tactical_Green_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Fleece_Tactical_Green\Files	TX_Fleece_Tactical_Green_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Gloves_Leather\Files	Icon_Gloves_Leather.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Gloves_Leather\Files	TX_Gloves_Leather_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Gloves_Leather\Files	TX_Gloves_Leather_NR.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Gloves_Work\Files	Icon_Gloves_Work.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Gloves_Work\Files	TX_Gloves_Work_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Gloves_Work\Files	TX_Gloves_Work_NR.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hat_Mosquito\Files	Icon_Hat_Mosquito.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hat_Mosquito\Files	TX_Hat_Mosquito_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hat_Sauna\Files	Icon_Hat_Sauna.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hat_Sauna\Files	TX_Hat_Sauna_AL.png					
Items	Equipments	Clothing	pending	"SEIS
STOP

RAJAVYÖHYKE
PÄÄSY ILMAN LUPAA KIELLETTY

GRÄNSZON
TILLTRÄDE UTAN TILLSTÅND FÖRBJUDET

GRENZZONE
EINTRITT OHNE ENTSPRECHENDE ERLAUBNIS VERBOTEN

BORDER ZONE
NO ENTRY WITHOUT SPECIAL PERMIT

ПОГРАНИЧНАЯ ЗОНА
ВЪЕЗД БЕЗ РАЗРЕШЕНИЯ ЗАПРЕЩАЕТСЯ"		\Items\Clothing\Hoodie_Border_Zone\Files	Icon_Hoodie_Border_Zone.png					
Items	Equipments	Clothing	pending	"SEIS
STOP

RAJAVYÖHYKE
PÄÄSY ILMAN LUPAA KIELLETTY

GRÄNSZON
TILLTRÄDE UTAN TILLSTÅND FÖRBJUDET

GRENZZONE
EINTRITT OHNE ENTSPRECHENDE ERLAUBNIS VERBOTEN

BORDER ZONE
NO ENTRY WITHOUT SPECIAL PERMIT

ПОГРАНИЧНАЯ ЗОНА
ВЪЕЗД БЕЗ РАЗРЕШЕНИЯ ЗАПРЕЩАЕТСЯ"		\Items\Clothing\Hoodie_Border_Zone\Files	TX_Hoodie_Border_Zone_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hoodie_Border_Zone\Files	TX_Hoodie_Border_Zone_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hoodie_Gray\Files	Icon_Hoodie_Gray.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hoodie_Gray\Files	TX_Hoodie_Gray_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hoodie_Gray\Files	TX_Hoodie_Gray_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Hoodie_Gray\Files	TX_Hoodie_Gray_Sleeves_NR.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_M62\Files	Icon_Jacket_M62.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_M62\Files	TX_Jacket_M62_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_M62\Files	TX_Jacket_M62_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_M62\Files	TX_Jacket_M62_Sleeves_NR.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Santa\Files	Icon_Jacket_Santa.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Santa\Files	TX_Jacket_Santa_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Santa\Files	TX_Jacket_Santa_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Santa\Files	TX_Jacket_Santa_Sleeves_NR.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Winter_Blue\Files	Icon_Jacket_Winter_Blue.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Winter_Blue\Files	TX_Jacket_Winter_Blue_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Winter_Blue\Files	TX_Jacket_Winter_Blue_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Winter_Red\Files	Icon_Jacket_Winter_Red.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Winter_Red\Files	TX_Jacket_Winter_Red_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jacket_Winter_Red\Files	TX_Jacket_Winter_Red_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jeans_Black\Files	Icon_Jeans_Black.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Jeans_Black\Files	TX_Jeans_Black_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Pants_Hiking\Files	Icon_Pants_Hiking.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Pants_Hiking\Files	TX_Pants_Hiking_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Windbreaker_Black\Files	Icon_Windbreaker_Black.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Windbreaker_Black\Files	TX_Windbreaker_Black_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Windbreaker_Black\Files	TX_Windbreaker_Black_Sleeves_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Windbreaker_Green\Files	Icon_Windbreaker_Green.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Windbreaker_Green\Files	TX_Windbreaker_Green_AL.png					
Items	Equipments	Clothing	ignore			\Items\Clothing\Windbreaker_Green\Files	TX_Windbreaker_Green_Sleeves_AL.png					
Items	Consumables	Consumables	pending			\Items\Consumables\Beer\Files	Icon_Beer.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Beer\Files	TX_Beer_AL.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Can_Empty\Files	Icon_Can_Empty.png					
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Meat\Files	Icon_Canned_Meat.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Meatballs\Files	Icon_Canned_Meatballs.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Pea_Soup\Files	Icon_Canned_Pea_Soup.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Peaches\Files	Icon_Canned_Peaches.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Pear\Files	Icon_Canned_Pear.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Peas\Files	Icon_Canned_Peas.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Pineapple\Files	Icon_Canned_Pineapple.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Tomatoes\Files	Icon_Canned_Tomatoes.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Canned_Tuna\Files	Icon_Canned_Tuna.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Cat_Food\Files	Icon_Cat_Food.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending			\Items\Consumables\Cat_Food\Files	TX_Cat_Food_AL.png				Reason for Ignoring: Low Resolution	
Items	Consumables	Consumables	pending	"KRIEG-SCHOKOLADE

Die Koffein-Schokolade

16 Ecken Zartbitter"		\Items\Consumables\Chocolate_War\Files	Icon_Chocolate_War.png				Reason for Pending: Low Resolution	
Items	Consumables	Consumables	pending	"KRIEG-SCHOKOLADE

Die Koffein-Schokolade

16 Ecken Zartbitter"		\Items\Consumables\Chocolate_War\Files	TX_Chocolate_War_AL.png					
Items	Consumables	Consumables	pending	"Tupakointi on hengenvaarallista
Rökning kan döda

Tule lopettamaan: www.tupakinfo.fi
Stöd för att sluta: www.tobaksinfo.fi

VAARA
SELECTED PREMIUM TOBACCOS"		\Items\Consumables\Cigarettes\Files	Icon_Cigarettes.png				"Reason for Ignoring: Low Resolution
VAARA is a virtual brand's name (Proper-Noun)."	
Items	Consumables	Consumables	pending	"Tupakointi on hengenvaarallista
Rökning kan döda

Tule lopettamaan: www.tupakinfo.fi
Stöd för att sluta: www.tobaksinfo.fi

VAARA
SELECTED PREMIUM TOBACCOS

Tupakointi tappaa
Rökning dödar"		\Items\Consumables\Cigarettes\Files	TX_Cigarettes_AL.png				VAARA is a virtual brand's name (Proper-Noun).	
Items	Consumables	Consumables	ignore			\Items\Consumables\Cigars\Files	Icon_Cigars.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Cigars\Files	TX_Cigars_AL.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	pending	KULTA KAHVI	KULTA Coffee	\Items\Consumables\Coffee\Files	Icon_Coffee.png				Reason for pending: Translation is unnecessary	
Items	Consumables	Consumables	pending	KULTA KAHVI	KULTA Coffee	\Items\Consumables\Coffee\Files	TX_Coffee_AL.png				Reason for pending: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Coffee_Brewed\Files	Icon_Coffee_Brewed.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Coffee_Brewed\Files	TX_Coffee_Brewed_AL.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Fish_Soup\Files	Icon_Cooked_Fish_Soup.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Fish_Soup\Files	TX_Cooked_Fish_Soup_AL.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Meatballs\Files	Icon_Cooked_Meatballs.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Meatballs\Files	TX_Cooked_Meatballs_AL.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Pea_Soup\Files	Icon_Cooked_Pea_Soup.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Pea_Soup\Files	TX_Cooked_Pea_Soup_AL.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Tomato_Soup\Files	Icon_Cooked_Tomato_Soup.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Cooked_Tomato_Soup\Files	TX_Cooked_Tomato_Soup_AL.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Crackers\Files	Icon_Crackers.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Crackers\Files	TX_Crackers_AL.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Energy_Drink\Files	Icon_Energy_Drink.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Energy_Drink\Files	TX_Energy_Drink_AL.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Energy_Powder\Files	Icon_Energy_Powder.png				Reason for ignoring: Translation is unnecessary, Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Energy_Powder\Files	TX_Energy_Powder_AL.png				Reason for ignoring: Translation is unnecessary, Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Field_Ration\Files	Icon_Field_Ration.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Field_Ration\Files	TX_Field_Ration_AL.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Juice_Orange\Files	Icon_Juice_Orange.png				Reason for ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Juice_Orange\Files	TX_Juice_Orange_AL.png				Reason for ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Juice_Pear\Files	Icon_Juice_Pear.png				Reason for ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Juice_Pear\Files	TX_Juice_Pear_AL.png				Reason for ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Juice_Raspberry\Files	Icon_Juice_Raspberry.png				Reason for ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Juice_Raspberry\Files	TX_Juice_Raspberry_AL.png				Reason for ignoring: Low Resolution	
Items	Consumables	Consumables	ignore			\Items\Consumables\Kilju\Files	Icon_Kilju.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Kilju\Files	TX_Kilju_AL.png				Reason for ignoring: Translation is unnecessary	
Items	Consumables	Consumables	ignore			\Items\Consumables\Kompot\Files	Icon_Kompot.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Kompot\Files	TX_Kompot_AL.png					
Items	Consumables	Consumables	pending	"Sinappia
SENAP"	"Mustard
SENAP"	\Items\Consumables\Mustard\Files	Icon_Mustard.png					
Items	Consumables	Consumables	pending	"Sinappia
SENAP"	"Mustard
SENAP"	\Items\Consumables\Mustard\Files	TX_Mustard_AL.png					
Items	Consumables	Consumables	pending	"Suolapähkinät
Roasted & Salted

# 3 Lines of Instruction: Can not read

Rapearmakupala"	"Salty Peanuts
Roasted & Salted

# 3 Lines of Instruction: Can not read

Cruncy Snack"	\Items\Consumables\Peanuts\Files	Icon_Peanuts.png					
Items	Consumables	Consumables	pending	"Suolapähkinät
Roasted & Salted

# 3 Lines of Instruction: Can not read

Rapearmakupala"	"Salty Peanuts
Roasted & Salted

# 3 Lines of Instruction: Can not read

Cruncy Snack"	\Items\Consumables\Peanuts\Files	TX_Peanuts_AL.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Potato\Files	Icon_Potato.png					
Items	Consumables	Consumables	ignore			\Items\Consumables\Potato\Files	TX_Potato_AL.png					
Items	Consumables	Consumables	pending	"SALMIAKKI
SALMIAK

ORIGINAL"	"SALMIAKKI
Salty liquorice

ORIGINAL "	\Items\Consumables\Salty_Liquorice\Files	Icon_Salty_Liquorice.png					
Items	Consumables	Consumables	pending	"SALMIAKKI
SALMIAK

ORIGINAL"	"SALMIAKKI
Salty liquorice

ORIGINAL "	\Items\Consumables\Salty_Liquorice\Files	TX_Salty_Liquorice_AL.png					
Items	Consumables	Consumables	pending	"NORDENS KUNG

ORIGINAL
VIT PORTION"	"KING of the NORTH

ORIGINAL
WHITE PORTION"	\Items\Consumables\Snus\Files	Icon_Snus.png					
Items	Consumables	Consumables	pending	"NORDENS KUNG

ORIGINAL
VIT PORTION

Denna
tobaksvara
skadar hälsan och är
beroendeframkallande

NORDENS KUNG"	"KING of the NORTH

ORIGINAL
WHITE PORTION

This
tobacco product 
damages your health 
and is addictive

KING of the NORTH"	\Items\Consumables\Snus\Files	TX_Snus_AL.png					
Items	Consumables	Consumables	pending	"RAKASTA KUPLAJUOMAA

LIMONADI

NÄKISEN VIRVOITUSJUOMATEHDAS"	"LOVED SPARKLING DRINK

LEMONADE

NÄKINEN SOFT DRINK FACTORY"	\Items\Consumables\Soda_Lemon\Files	Icon_Soda_Lemon.png					
Items	Consumables	Consumables	pending	"RAKASTA KUPLAJUOMAA

LIMONADI

NÄKISEN VIRVOITUSJUOMATEHDAS"	"LOVED SPARKLING DRINK

LEMONADE

NÄKINEN SOFT DRINK FACTORY"	\Items\Consumables\Soda_Lemon\Files	TX_Soda_Lemon_AL.png					
Items	Consumables	Consumables	pending	"TALOUS
SOKERI

STROOSENHE

Viljelty,
valmistettu
ja pakattu
Suomessa"	"HOUSE
SUGAR

STROOSENHE

Grown,
produced
and packed
in Finland"	\Items\Consumables\Sugar\Files	Icon_Sugar.png					
Items	Consumables	Consumables	pending	"TALOUS
SOKERI

STROOSENHE

Viljelty,
valmistettu
ja pakattu
Suomessa"	"HOUSE
SUGAR

STROOSENHE

Grown,
produced
and packed
in Finland"	\Items\Consumables\Sugar\Files	TX_Sugar_AL.png					
Items	Consumables	Consumables	pending	"SUOMALAINEN
LÄHDE-
VESI"	"From Finland

SPRING-
WATER"	\Items\Consumables\Water_Bottle\Files	Icon_Water_Bottle.png					
Items	Consumables	Consumables	pending	"SUOMALAINEN
LÄHDE-
VESI"	"From Finland

SPRING-
WATER"	\Items\Consumables\Water_Bottle\Files	TX_Water_Bottle_AL.png					
Items	Consumables	Consumables	pending	"Kotileipurin

Kuivahiiva
Torrjäst

4 x 11 g"	"HOME BAKER'S

DRY YEAST
Dry yeast

4 x 11 g"	\Items\Consumables\Yeast\Files	Icon_Yeast.png					
Items	Consumables	Consumables	pending	"Kotileipurin

Kuivahiiva
Torrjäst

4 x 11 g"	"HOME BAKER'S

DRY YEAST
Dry yeast

4 x 11 g"	\Items\Consumables\Yeast\Files	TX_Yeast_AL.png					
Items	Electronics		ignore			\Items\Electronics\Alarm_Clock\Files	Icon_Alarm_Clock.png					
Items	Electronics		ignore			\Items\Electronics\Alarm_Clock\Files	TX_Alarm_Clock_AL.png					
Items	Electronics		pending	"VIRTA+

ALKALIPARISTO / ALKALISKT BATTERI
ALKALISK BATTERI"	"VIRTA+

ALKALINE BATTERY
ALKALINE BATTERIES"	\Items\Electronics\Batteries\Files	Icon_Batteries.png					
Items	Electronics		pending	"VIRTA+

ALKALIPARISTO / ALKALISKT BATTERI
ALKALISK BATTERI"	"VIRTA+

ALKALINE BATTERY
ALKALINE BATTERIES"	\Items\Electronics\Batteries\Files	TX_Batteries_AL.png					
Items	Electronics		pending	"POWER FORCE
BATTERIEN

THE POWER COMPANY - SINCE 1929

Plus Ca-Ca
45Ah 340A 12V EN

B24
Maintenance Free
High Precision
Low Corrosion"	"POWER FORCE
BATTERIEN

THE POWER COMPANY - SINCE 1929

Plus Ca-Ca
45Ah 340A 12V EN

B24
Maintenance Free
High Precision
Low Corrosion"	\Items\Electronics\Battery\Files	Icon_Battery.png					
Items	Electronics		pending	"POWER FORCE
BATTERIEN

THE POWER COMPANY - SINCE 1929

Plus Ca-Ca
45Ah 340A 12V EN

B24
Maintenance Free
High Precision
Low Corrosion

45Ah 340A 12V EN

Katalognummer / Catalogue Number
Numero de catalogue
Numero katalogowy akumulatora

545 22 B24"	"POWER FORCE
BATTERIEN

THE POWER COMPANY - SINCE 1929

Plus Ca-Ca
45Ah 340A 12V EN

B24
Maintenance Free
High Precision
Low Corrosion

45Ah 340A 12V EN

Katalognummer / Catalogue Number
Numero de catalogue
Numero katalogowy akumulatora

545 22 B24"	\Items\Electronics\Battery\Files	TX_Battery_AL.png					
Items	Electronics		ignore			\Items\Electronics\Battery_Cables\Files	Icon_Battery_Cables.png					
Items	Electronics		ignore			\Items\Electronics\Battery_Cables\Files	TX_Battery_Cables_AL.png					
Items	Electronics	Casette	pending	"ELECTROFOLK

PAPPA SE ANTOI HEVOSEN · HÄVÄKKÖ
RAUTAIIPPO · MISTÄ SÄ TIESIT TULLA · RUSLANA
LEAPI · NUKKULA · VON DRINGSBAM"	"ELECTROFOLK

PAPPA SE ANTOI HEVOSEN · HÄVÄKKÖ
RAUTAIIPPO · MISTÄ SÄ TIESIT TULLA · RUSLANA
LEAPI · NUKKULA · VON DRINGSBAM"	\Items\Electronics\Casette_Electrofolk\Files	Icon_Casette_Electrofolk.png					
Items	Electronics	Casette	pending	"ELECTROFOLK

RTV
RECORDS"	"ELECTROFOLK

RTV
RECORDS"	\Items\Electronics\Casette_Electrofolk\Files	Icon_Casette_Electrofolk_Preview.png					
Items	Electronics	Casette	pending	"ELECTROFOLK

PAPPA SE ANTOI HEVOSEN · HÄVÄKKÖ
RAUTAIIPPO · MISTÄ SÄ TIESIT TULLA · RUSLANA
LEAPI · NUKKULA · VON DRINGSBAM

RTV
RECORDS"	"ELECTROFOLK

PAPPA SE ANTOI HEVOSEN · HÄVÄKKÖ
RAUTAIIPPO · MISTÄ SÄ TIESIT TULLA · RUSLANA
LEAPI · NUKKULA · VON DRINGSBAM

RTV
RECORDS"	\Items\Electronics\Casette_Electrofolk\Files	TX_Casette_Electrofolk_AL.png					
Items	Electronics	Casette	pending	"NOMAD TALES

AREA 05 TALES & WISDOMS
VOICES FROM THE PAST"	"NOMAD TALES

AREA 05 TALES & WISDOMS
VOICES FROM THE PAST"	\Items\Electronics\Casette_Nomad\Files	Icon_Casette_Nomad.png					
Items	Electronics	Casette	pending	"NOMAD TALES

RTV
RECORDS"	"NOMAD TALES

RTV
RECORDS"	\Items\Electronics\Casette_Nomad\Files	Icon_Casette_Nomad_Preview.png					
Items	Electronics	Casette	pending	"NOMAD TALES

AREA 05 TALES & WISDOMS
VOICES FROM THE PAST"	"NOMAD TALES

AREA 05 TALES & WISDOMS
VOICES FROM THE PAST"	\Items\Electronics\Casette_Nomad\Files	TX_Casette_Nomad_AL.png					
Items	Electronics	Casette	pending	"OST

ROAD TO VOSTOK
ORIGINAL SOUNDTRACK"	"OST

ROAD TO VOSTOK
ORIGINAL SOUNDTRACK"	\Items\Electronics\Casette_OST\Files	Icon_Casette_OST.png					
Items	Electronics	Casette	pending	"OST

RTV
RECORDS"	"OST

RTV
RECORDS"	\Items\Electronics\Casette_OST\Files	Icon_Casette_OST_Preview.png					
Items	Electronics	Casette	pending	"OST

ROAD TO VOSTOK
ORIGINAL SOUNDTRACK

RTV
RECORDS"	"OST

ROAD TO VOSTOK
ORIGINAL SOUNDTRACK

RTV
RECORDS"	\Items\Electronics\Casette_OST\Files	TX_Casette_OST_AL.png					
Items	Electronics	Casette	pending	"STEREO
CASSETTE
PLAYER"	"STEREO
CASSETTE
PLAYER"	\Items\Electronics\Casette_Player\Files	Icon_Casette_Player.png					
