WHERE	SUB	KIND	Transliteration	Transcreation	Machine translated	Confused	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	translation	DESCRIPTION
HUD	Door	String	0	0	1	0	0	substr									[Open]	[Ouvrir]	
HUD	Door	String	0	0	0	0	0	pattern	Scripts/HUD	gd			detailsHint.text	concat		111	Unlock with {name}		
HUD	Door	String	0	0	0	0	0	pattern	Scripts/Door	gd			gameData.tooltip	concat		131	Open with {name}		
HUD	Door	String	0	0	1	0	0	substr	Scripts/Door	gd			gameData.tooltip	literal		133	Door [Jammed]	Porte [bloquée]	
HUD	Door	String	0	0	1	0	0	substr	Scripts/Door	gd			gameData.tooltip	literal		135	Door [Occupied]	Porte [Occupée]	
HUD	Door	String	0	0	1	0	0	substr	Scripts/Door	gd			gameData.tooltip	literal		138	Door [Close]	Porte [Fermer]	
HUD	Door	String	0	0	1	0	0	substr	Scripts/Door	gd			gameData.tooltip	literal		140	Door [Open]	Porte [ouverte]	
HUD	Container	String	0	0	0	0	0	pattern	Scripts/LootContainer	gd			gameData.tooltip	concat		142	{containerName} [Locked]		
HUD	Container	String	0	0	0	0	0	pattern	Scripts/LootContainer	gd			gameData.tooltip	concat		144	{containerName} [Open]		
HUD	Shelter	String	0	0	1	0	0	substr	Scripts/Bed	gd			gameData.tooltip	literal		52	Sleep (Random sleep: 6-12h)	Sommeil (durée aléatoire : 6 à 12 h)	
HUD	Electronics	String	0	0	1	0	0	substr	Scripts/Switch	gd			gameData.tooltip	literal		33	Turn Off	Éteindre	
HUD	Electronics	String	0	0	1	0	0	substr	Scripts/Switch	gd			gameData.tooltip	literal		35	Turn On	Allumer	
HUD	Electronics	String	0	0	1	0	0	substr	Scripts/Radio	gd			gameData.tooltip	literal		62	Radio [Turn Off]	Radio [Éteindre]	
HUD	Electronics	String	0	0	1	0	0	substr	Scripts/Radio	gd			gameData.tooltip	literal		64	Radio [Turn On]	Radio [Allumer]	
HUD	Electronics	String	0	0	1	0	0	substr	Scripts/Television	gd			gameData.tooltip	literal		27	Television [Turn Off]	Télévision [Éteindre]	
HUD	Electronics	String	0	0	1	0	0	substr	Scripts/Television	gd			gameData.tooltip	literal		29	Television [Turn On]	Télévision [Allumer]	
HUD	Cat	String	0	0	1	0	0	substr	Scripts/CatRescue	gd			gameData.tooltip	literal		35	Rescue Cat	Chat sauvé	
HUD	Cat	String	0	0	1	0	0	substr	Scripts/CatFeeder	gd			gameData.tooltip	literal		55	Cat is eating, do not disturb	Le chat est en train de manger, ne le dérangez pas	
HUD	Cat	String	0	0	0	0	1	ignore	Scripts/CatFeeder	gd			gameData.tooltip	concat		57	Feed cat:\n[{CreateFeedString}]	Feed cat:\n[{CreateFeedString}]	
HUD		String	0	0	1	0	0	substr	Scripts/Fuel	gd			gameData.tooltip	literal		11	Fuel Tank [89%]	Réservoir de carburant [89 %]	Maybe not updated yet (hard-coded)
HUD		String	0	0	0	0	0	pattern									Fuel Tank [{percent}%]		Maybe not updated yet (hard-coded)
HUD	Cat	String	0	0	1	0	0	substr									Feed cat:	Nourrir le chat :	
Furniture	Furniture	String	0	0	0	0	0	pattern	Scripts/Item	gd			amount.text	concat		405	Items: {str}		
